10000
4255.465772 2166.585106
1781.809942 1166.608587
3272.492366 3291.928620
2512.658110 1425.186456
2154.641133 4350.082801
2391.594513 828.492981
2736.990329 131.940045
259.829326 789.563765
2900.214541 1888.422806
4647.502575 4203.400524
2620.716475 3112.712992
1343.175600 2267.653059
1296.477999 4901.113628
2574.973463 2230.415484
4518.156752 863.915589
5222.375939 1251.049188
5252.479071 3405.240446
1804.798107 4060.506138
405.413812 5344.044202
4379.379363 4514.109544
4222.753274 4380.059650
5026.545794 3853.388442
1763.516779 3123.524030
2409.317399 2882.604052
2110.769371 2760.085880
240.717069 340.893244
3231.114481 76.840083
844.109645 5185.587555
3129.706886 1901.516381
2669.144232 354.815703
229.196184 3024.567580
3029.483913 1630.724909
4741.720075 256.650399
1596.445821 841.432238
2820.767844 1924.766915
3045.964737 628.664228
4397.774973 5269.420099
315.739243 2919.757601
5243.392142 3744.181025
2799.207410 4447.166756
5319.935072 4588.388389
4956.681781 760.255751
3398.430601 4062.770457
3999.189834 4909.572563
471.742288 1644.856066
336.956914 3358.651645
3886.869525 4979.219257
1760.445667 791.037823
3913.746886 78.979450
2950.658110 4540.706654
2285.713695 1617.616892
1565.184348 3171.437352
559.205551 2741.109282
4380.147422 1181.805268
226.661736 4310.188718
2134.691413 3872.372116
4285.591881 4016.465102
401.179188 175.709415
3359.402130 3882.702656
4324.593385 5147.435916
1919.617920 3117.891689
3523.889748 20.232139
5214.734907 3003.514077
871.004662 5378.056520
3955.092286 784.695200
1732.601508 3801.133781
3082.918978 58.910895
3085.960295 2508.565518
1501.537360 4002.516046
505.652985 1267.463756
1619.270762 2643.844072
4166.813762 2132.043638
1051.719514 2387.536814
5133.558175 1489.222273
1041.904389 1239.079634
3175.576452 496.495686
1685.982800 4199.443779
2663.842395 70.063866
5233.751560 2992.597705
2871.530323 3650.594652
1086.920266 2556.825598
1662.346924 1154.262838
5206.336934 5152.539075
1562.028473 3127.662574
2021.283638 2420.026549
3202.561111 5061.461860
4463.579713 3818.317249
2725.778883 214.522557
2229.680083 457.955337
1715.619972 5301.458022
1222.786853 4721.171948
2671.686387 5097.543872
3211.336332 1629.134701
2611.670544 1617.713243
985.081633 516.417744
602.045375 993.594983
4558.052945 4249.357580
1093.919531 1250.964248
722.996833 3515.939586
5138.539462 3073.521864
1906.830281 454.755046
2609.111395 2255.694773
1497.340325 926.969445
4577.394343 3560.068113
3158.781673 4929.306999
3131.810889 4915.292716
1176.590608 1345.473200
5296.411320 4264.297247
2549.741180 3988.645190
1066.004039 2466.449093
4250.203477 1740.248572
2669.855677 5126.163102
4718.092647 4064.241935
620.369864 516.237089
3707.835719 3859.808931
105.279378 4424.937044
2963.280463 5233.052946
2271.513709 2463.648924
267.966371 133.105802
1147.412210 1907.681079
2756.214421 2192.278423
734.256282 5125.986920
2182.020249 1823.661419
1261.903448 5302.023910
2875.381428 4810.644838
1862.406005 790.375200
2055.064706 3959.581039
1521.360135 4308.327017
5001.386346 3138.997907
5186.910546 2101.263993
315.078408 2425.352485
1666.560033 3626.846965
3096.083199 920.724798
266.015159 3072.259331
2284.647317 3437.046287
3221.949892 2330.617128
4690.051154 2598.698118
3194.214322 1270.891431
3583.089473 5151.067334
1882.089908 1247.278177
189.343348 4561.006757
2892.229542 2835.839148
218.375144 499.258740
3905.987036 2135.702562
5039.345259 535.651212
1600.097523 3741.658903
158.932183 5108.424504
3679.648700 4068.615452
4302.554025 5032.149460
2140.637938 280.698991
928.834448 1546.456345
3152.581987 5170.124155
2724.468784 2014.127991
4241.607705 1863.064436
5199.311323 2455.640495
4818.822817 484.725000
3587.407324 1779.376946
4795.227324 340.911189
1809.046887 4162.498240
2008.183060 3008.729682
4798.956944 1731.244040
4140.675045 3700.377498
1194.147621 4623.590643
334.365360 2865.299175
2562.852506 1126.774506
4762.582714 3710.928979
1466.154240 1446.857255
4857.831348 5202.843609
5337.317081 3429.386821
2071.020899 570.677450
4180.590376 2208.129426
815.261734 1526.276645
2704.039082 400.044496
4394.572981 2229.376481
2518.099504 1401.170671
4730.470501 2134.449837
984.116696 2441.570283
2871.452928 795.058417
760.825558 1471.101847
2342.568463 3259.886420
899.203051 1103.380733
3477.734539 5018.812211
546.155291 1533.494987
2782.118630 4255.841253
504.491799 3191.456540
4407.267238 2963.276450
777.067159 4184.882251
2342.926137 114.627697
935.772541 2525.644995
1789.147084 2764.515601
4041.946829 1400.288124
5203.634102 2229.474600
747.606782 3566.945708
3219.655311 3606.870185
3827.511830 2071.990433
2732.564924 1507.894020
4603.404896 5387.250558
3285.988641 3281.003086
5086.900398 1956.220302
3878.811984 1154.499460
3872.301203 487.875001
3482.141407 4395.832565
1918.968718 5277.019584
812.275215 3095.644721
2353.540354 2212.068957
4565.890893 4542.589362
4202.581089 1082.264177
500.278673 2178.877686
4577.055470 2845.274329
3505.090921 679.183307
5175.809858 1528.835053
950.519806 3444.882801
1319.577542 646.557697
5248.454164 1554.338485
4364.097519 2909.808430
5211.971543 4189.983872
1581.123354 522.481767
2380.284292 3222.755524
864.635437 4085.103423
5109.675491 2081.328775
1902.365085 1740.480433
3495.894280 2816.871987
2396.534952 4974.382326
2531.655769 2575.091846
1127.946652 2658.859653
2455.938569 4222.084288
1997.540086 60.220802
2818.113642 414.736322
2675.021026 5165.782864
1127.219248 3076.883803
938.367251 3805.747153
2732.596957 1165.373617
4726.072357 182.865899
4880.766518 4155.187474
4154.989639 892.725857
2962.847090 3932.134314
4996.416521 1787.518357
2278.984174 5182.392962
1845.788802 2037.952567
5396.881692 2183.237816
2676.515530 2800.912105
752.476553 221.127271
4106.905391 3781.890301
4831.281066 4736.695849
3833.824514 344.368042
1876.553746 1184.916024
2328.983042 850.864470
810.891512 4564.127022
1022.724009 1322.377454
4942.809119 5179.869195
1801.215972 103.159567
2787.627930 3691.011304
283.194627 25.928982
5176.033294 5018.195080
483.360211 303.793285
4258.299587 5320.241350
2063.307722 2370.897782
2281.307962 2998.600307
875.794602 3980.888750
149.451286 1883.586413
2826.897034 844.004617
5338.407252 3340.211084
405.552777 817.008180
506.261862 280.241766
198.514876 5026.889881
4178.086339 4663.358860
2921.836456 1980.004270
